,Date,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,Month
0,2017-11-14,864.4833639063881,4104.1609233959925,3684.0070123170517,2.013350613017362
1,2017-11-15,883.8515070039268,4210.005586509404,3811.6513586388387,3.6722418316530634
2,2017-11-16,904.199439397066,4380.450167794815,4015.7529668700117,5.566879195961977
3,2017-11-17,920.3703035666692,4587.535018610833,4224.03448516177,7.16558336718132
4,2017-11-20,930.7846335354625,4757.011363265945,4354.014352944873,8.168067301271341
5,2017-11-21,936.4604332128661,4857.256443461139,4412.403222303695,8.572146368856837
6,2017-11-22,939.358568687697,4896.16170572067,4437.812432375066,8.530816747819879
7,2017-11-24,940.9930986517975,4899.039042150112,4448.394429435692,8.171121323969325
8,2017-11-27,942.88939252373,4899.640322673369,4451.246814995146,7.52355180610562
9,2017-11-28,945.9082206722783,4899.764938302043,4447.680197934958,6.607350241918855
10,2017-11-29,949.7121672736155,4899.791641651045,4439.229100094011,5.605303299268982
11,2017-11-30,953.4933672815571,4899.797761168525,4428.939468111491,4.771365947384657
12,2017-12-01,957.3985039759009,4899.799227829739,4419.466622429216,4.262618086856064
13,2017-12-04,960.4759072496344,4899.799632425936,4414.027368548695,3.9725734599657816
14,2017-12-05,962.8493982753548,4899.799834724034,4411.677787752196,3.827310358664085
15,2017-12-06,964.2679944336785,4899.799834724034,4409.213856873662,3.7651057909397547
16,2017-12-07,964.6713205092956,4899.799834724034,4405.455406076371,3.757328457911955
17,2017-12-08,964.3089825820825,4899.799834724034,4401.958573658391,3.793288952312203
18,2017-12-11,963.1006119223482,4899.799935873083,4398.371919423707,3.8542956455261814
19,2017-12-12,961.0159246609339,4897.395016078155,4393.281243285703,3.9359402675646464
20,2017-12-13,958.1304379477288,4880.866351089535,4384.522875867395,4.038306413939404
21,2017-12-14,953.9122684685216,4853.319166144623,4370.072865134158,4.153836722557642
22,2017-12-15,948.7449798121577,4822.193580709928,4356.971069999114,4.307739010222583
23,2017-12-18,942.78547823016,4796.087213397033,4350.893094167067,4.50431238101982
24,2017-12-19,936.5508227651237,4777.554128273984,4352.028254390145,4.745872594539148
25,2017-12-20,930.8641936685199,4765.0710206591,4357.7036113317145,5.035400896209452
26,2017-12-21,926.5054294496429,4755.763689743467,4364.791292959334,5.390068787632322
27,2017-12-22,923.8196035349631,4747.487725108494,4371.302140854188,5.845856104914662
28,2017-12-26,922.388464502668,4741.282938980453,4378.1973471603,6.426719682612428
29,2017-12-27,920.759070089806,4741.013022742534,4386.3561786284345,7.114763196862841
30,2017-12-28,917.7083649442075,4748.931425488415,4396.154751777876,7.847139214064502
31,2017-12-29,912.989250598175,4763.266673344085,4406.015311851373,8.49844856564854
32,2018-01-02,907.5476840384589,4767.491770280236,4393.94049593819,8.710328110744712
33,2018-01-03,903.5822106334067,4766.36825721571,4366.698624690184,8.732396670210461
34,2018-01-04,900.1551230071613,4754.535032242247,4334.232874511161,8.66445745037623
35,2018-01-05,897.1141162080909,4734.066358912782,4300.559514423938,8.538948788078166
36,2018-01-08,894.6600687427465,4707.778530205536,4266.993891164112,8.3762745447077
37,2018-01-09,893.2418720696644,4678.972444193679,4234.090531068214,8.18802794253743
38,2018-01-10,893.2802707836107,4650.272615258057,4202.298099045942,7.993679195830846
39,2018-01-11,895.2822405346363,4623.237244502342,4173.611231659877,7.797364807207441
40,2018-01-12,900.1255659123575,4597.790773586743,4148.727183100343,7.578558964176209
41,2018-01-16,908.2167303697224,4573.494923680869,4125.016098891137,7.320387830722694
42,2018-01-17,919.3580368428874,4549.34032842227,4099.935528093079,6.9735057957915725
43,2018-01-18,932.5143661270207,4523.97356295748,4072.017476234821,6.455930249216251
44,2018-01-19,945.9507586308966,4497.1282512653015,4042.0120541911338,5.710632660668115
45,2018-01-22,958.5646447138296,4469.145720812425,4011.9561443900357,4.780200189942116
46,2018-01-23,969.8298012380433,4441.714250379852,3983.9974753036754,3.8418172943050477
47,2018-01-24,979.6385982159134,4416.9839400201945,3959.727916546217,3.0759555376781362
48,2018-01-25,987.9881285500189,4396.7389578131415,3940.0027988348534,2.547903670433054
49,2018-01-26,994.8572628402318,4381.789305345075,3925.066664533193,2.22773367977936
50,2018-01-29,998.684061922619,4371.04166254267,3913.973670170287,2.0476943538280024
51,2018-01-30,1000.5058590166045,4363.600000553159,3906.302097381447,1.9552566496951387
52,2018-01-31,1001.9095346418079,4358.975010850804,3901.4571974232135,1.9148319910516742
53,2018-02-01,1002.7240224794677,4350.507191756668,3892.265341034017,1.9169753963656606
54,2018-02-02,1003.2136181149712,4345.008071970709,3887.786440302528,1.942111665245543
55,2018-02-05,1003.5241769791817,4343.946588560635,3887.8757192401195,1.9790567016882687
56,2018-02-06,1003.78537294414,4346.290692489702,3891.6045584494864,2.013853579346729
57,2018-02-07,1004.0494182496169,4352.395973240545,3897.5912565617573,2.036533041699736
58,2018-02-08,1004.4051430115051,4359.433645927358,3903.5758571865504,2.0367938269140176
59,2018-02-09,1004.8939878072772,4362.491609271496,3905.705004387277,2.00239747010477
60,2018-02-12,1005.533164193849,4352.879440408689,3899.5647948679416,1.929456124321934
61,2018-02-13,1006.1848256974898,4330.9679770407465,3882.7347280789663,1.8485582888556036
62,2018-02-14,1006.5685336785913,4323.517110487754,3870.685057339196,1.8636239211671375
63,2018-02-15,1006.2566271533248,4399.71751915362,3928.76154912174,2.1394545245333156
64,2018-02-16,1005.2187067387264,4617.754156840689,4116.084059509652,2.655298496624872
65,2018-02-20,1005.2155589875456,4790.2346788330005,4257.742737570097,3.022078394231844
66,2018-02-21,1006.3880048539863,4838.570016379429,4293.635486172247,3.0196152770633913
67,2018-02-22,1007.642667670995,4834.446827110395,4281.647136095803,2.9040330080976187
68,2018-02-23,1008.5094832622302,4823.673037278759,4265.973771960121,2.870581854266469
69,2018-02-26,1008.8946736704933,4813.076915752127,4258.538252879684,2.9150092627105337
70,2018-02-27,1008.8459942279196,4802.366445225321,4256.712797189444,2.986827642118107
71,2018-02-28,1008.4558944829524,4793.066295892183,4256.133446471705,3.0589199197614216
72,2018-03-01,1007.7775877950039,4808.273296828799,4274.632249621831,3.0738013960778297
73,2018-03-02,1007.0677554644949,4813.58321731814,4279.390486332739,3.0566872639451246
74,2018-03-05,1006.4223413324638,4816.116394107515,4279.0687564299415,3.0393538165285046
75,2018-03-06,1005.8700698317048,4817.613804632587,4277.255145374871,3.0135788615471464
76,2018-03-07,1005.3641289928219,4818.901836625715,4274.964294227755,2.977756053872226
77,2018-03-08,1004.8409284662715,4820.064140350628,4272.601832390508,2.942468093560097
78,2018-03-09,1004.199692083514,4821.825398170664,4270.158876386754,2.9137354965884836
79,2018-03-12,1003.3900461995056,4824.953483093193,4269.702166995668,2.909483271554611
80,2018-03-13,1002.4305019014655,4827.533087296173,4270.917821385254,2.9271429053800433
81,2018-03-14,1001.3536148300473,4826.612782671587,4273.738127724457,2.9627316456219064
82,2018-03-15,1000.206245085399,4820.539338583996,4278.35348852363,3.02055810330635
83,2018-03-16,999.1077184278812,4805.677104181743,4279.129855006358,3.1120737161614382
84,2018-03-19,998.3129738246921,4774.389174523004,4265.561183835041,3.264483086333183
85,2018-03-20,998.1084758855908,4727.158182296269,4237.616037373834,3.453525321080526
86,2018-03-21,998.3687477401107,4686.244453940339,4213.330044185077,3.6401285338363487
87,2018-03-22,998.7424734032472,4664.5608288058265,4202.349672561577,3.8025352715690355
88,2018-03-23,999.0483443322129,4657.296101790714,4200.477282504477,3.9233491443589585
89,2018-03-26,999.2536123633463,4656.783680707222,4202.417976624389,4.00186106557068
90,2018-03-27,999.3331628702533,4659.264917459807,4205.610401918507,4.051044075159905
91,2018-03-28,999.2851476320573,4662.475287133901,4208.694448800822,4.078545687241981
92,2018-03-29,999.1747164346664,4662.681833492466,4210.073509803103,4.059709815391606
93,2018-04-02,998.8258454918632,4662.232276543081,4209.651939496354,4.035124539282187
94,2018-04-03,998.3430747969935,4661.339990205137,4211.1694346721815,4.005177348697861
95,2018-04-04,997.7374166661152,4662.6538657803485,4212.530778074354,3.9885090592947883
96,2018-04-05,997.1206210792238,4662.411108062152,4212.766486314232,3.9636811922883632
97,2018-04-06,996.5470469076292,4662.19803758991,4211.831056251704,3.935819955592753
98,2018-04-09,996.1051777258099,4661.421971509552,4210.14916741025,3.9072847095941095
99,2018-04-10,995.8743041346121,4660.0675857401175,4208.2203179255075,3.8806226587109967
100,2018-04-11,995.8627527541319,4659.094885908021,4206.348520100167,3.8677856663529377
101,2018-04-12,996.0399027999464,4658.303242874079,4204.807039538121,3.876313392033774
102,2018-04-13,996.3497782074784,4657.186456221329,4203.422204276195,3.9094558981223138
103,2018-04-16,996.7105470721763,4655.125342044796,4201.551048035259,3.972696394541967
104,2018-04-17,997.0688323900708,4650.516485615795,4198.619500830753,4.0670563856644515
105,2018-04-18,997.359946430473,4643.026904264203,4194.075059784658,4.1938868405256615
106,2018-04-19,997.4942504808563,4633.564815303219,4187.996195604974,4.352778960681588
107,2018-04-20,997.3824042393567,4623.7031875977045,4181.093191580709,4.53635503243342
108,2018-04-23,997.0159078151707,4614.527957340389,4174.728674282846,4.7231378935832415
109,2018-04-24,995.0006154719912,4607.081414909251,4169.386349000132,4.887381765622444
110,2018-04-25,991.9510317729143,4601.502387374386,4166.057414285682,5.012556045873283
111,2018-04-26,988.8017692864436,4597.943559225633,4164.422805279615,5.082204548054798
112,2018-04-27,986.2203245336281,4595.870610610337,4164.561091395221,5.088925627204012
113,2018-04-30,984.1993720140133,4595.098185895753,4165.100811937788,5.037962197126085
114,2018-05-01,982.9295287578235,4596.113064881386,4166.6006388661535,4.979918391110945
115,2018-05-02,982.530544076037,4597.689219941298,4168.223600647638,4.911340239306085
116,2018-05-03,983.1071023542555,4599.87292676552,4169.92291097332,4.846214418226051
117,2018-05-04,984.333926344307,4602.117221870242,4170.964054404738,4.791804558282955
118,2018-05-07,985.7185229394172,4604.189209569569,4171.242600741813,4.759553737653681
119,2018-05-08,987.626512584086,4605.352221337826,4171.664220401208,4.7517649307321035
120,2018-05-09,989.6003065928902,4605.33770644926,4171.1887076517905,4.764794028854548
121,2018-05-10,991.8423621610467,4603.608765750458,4170.074423598199,4.795590287578396
122,2018-05-11,993.8813829649627,4600.330322766221,4167.552454007334,4.841185902321759
123,2018-05-14,995.7872644826937,4595.492313166149,4164.050785029993,4.901627752136357
124,2018-05-15,997.4538110230252,4589.34320958972,4159.552241945181,4.975144267822973
125,2018-05-16,998.7422905063896,4582.345718362721,4154.257541966377,5.062887756142385
126,2018-05-17,999.5881018374516,4574.923401128879,4148.524245017768,5.16609772544808
127,2018-05-18,999.8542360175653,4567.524499899938,4142.619250211846,5.285188547218187
128,2018-05-21,1000.2931884758134,4558.940182388331,4136.762275531006,5.403129357006271
129,2018-05-22,1000.1388235279961,4550.117709440268,4130.2198912950125,5.513128593172771
130,2018-05-23,999.489943981821,4540.910566657915,4123.714077370106,5.609855484668747
131,2018-05-24,997.8010936510124,4532.236226492477,4117.530388169168,5.694304326346388
132,2018-05-25,995.1954968868428,4523.835696803354,4112.329606276731,5.761875725928673
