,Date,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,Month
0,2017-11-27,1.9620887264609337,1.676683273166418,1.8409833312034607,11.0
1,2017-11-28,3.6380838006734852,3.0276847630739216,3.448811918497086,11.0
2,2017-11-29,5.592608720064163,4.9622742831707,5.628806233406067,11.0
3,2017-11-30,7.233415901660919,6.927325189113617,7.729911625385284,11.0
4,2017-12-01,8.251223087310791,8.35833352804184,9.07545781135559,11.999999999999998
5,2017-12-04,8.764664769172668,9.192103385925293,9.680971920490265,11.999999999999998
6,2017-12-05,9.01875776052475,9.624513149261475,9.915320634841919,11.999999999999998
7,2017-12-06,9.164242804050446,9.84723848104477,10.050196588039398,11.999999999999998
8,2017-12-07,9.288039565086365,9.966711223125458,10.173161327838898,11.999999999999998
9,2017-12-08,9.407194316387177,10.014150202274323,10.279424667358398,11.999999999999998
10,2017-12-11,9.506642162799835,10.013526678085327,10.339390516281128,11.999999999999998
11,2017-12-12,9.568822801113129,9.992663204669952,10.351798057556152,11.999999999999998
12,2017-12-13,9.601798117160797,9.97751897573471,10.335968673229218,11.999999999999998
13,2017-12-14,9.593458890914917,9.936949908733368,10.298348724842072,11.999999999999998
14,2017-12-15,9.557020425796509,9.9042466878891,10.251135289669037,11.999999999999998
15,2017-12-18,9.497007369995117,9.876616895198822,10.21222174167633,11.999999999999998
16,2017-12-19,9.419717907905579,9.85079801082611,10.184941411018372,11.999999999999998
17,2017-12-20,9.339885175228119,9.827024757862091,10.163051187992096,11.999999999999998
18,2017-12-21,9.26095724105835,9.803164303302765,10.151602864265442,11.999999999999998
19,2017-12-22,9.185874700546265,9.778686225414276,10.1491140127182,11.999999999999998
20,2017-12-26,9.122957110404968,9.755216538906097,10.149133682250977,11.999999999999998
21,2017-12-27,9.06547224521637,9.730885982513428,10.16151237487793,11.999999999999998
22,2017-12-28,9.018660724163055,9.70916622877121,10.175884246826172,11.999999999999998
23,2017-12-29,8.978865325450897,9.689614713191986,10.198143601417542,11.999999999999998
24,2018-01-02,8.945048809051514,9.673441767692566,10.22498071193695,1.0
25,2018-01-03,8.919130265712738,9.662132441997528,10.253270745277405,1.0
26,2018-01-04,8.90098249912262,9.65567034482956,10.282928466796875,1.0
27,2018-01-05,8.889716446399689,9.653947949409485,10.313165783882141,1.0
28,2018-01-08,8.891683399677277,9.659343302249908,10.337671399116516,1.0
29,2018-01-09,8.897827506065369,9.667209148406982,10.365454614162445,1.0
30,2018-01-10,8.901421129703522,9.676141738891602,10.395164132118225,1.0
31,2018-01-11,8.908039271831512,9.688110649585724,10.420248031616211,1.0
32,2018-01-12,8.926175236701965,9.92529046535492,10.60051143169403,1.0
33,2018-01-16,9.054462552070618,10.24469941854477,10.78836727142334,1.0
34,2018-01-17,9.175314128398895,10.426946818828583,10.932770490646362,1.0
35,2018-01-18,9.258577227592468,10.48007619380951,11.026703000068663,1.0
36,2018-01-19,9.288537204265594,10.426921248435974,11.061853766441343,1.0
37,2018-01-22,9.276877105236053,10.32185447216034,11.03056740760803,1.0
38,2018-01-23,9.253010094165802,10.245448172092438,10.947973728179932,1.0
39,2018-01-24,9.254839360713959,10.270749747753143,10.85450279712677,1.0
40,2018-01-25,9.299518704414368,10.412181556224823,10.801151156425476,1.0
41,2018-01-26,9.349586188793182,10.560563266277313,10.806947767734528,1.0
42,2018-01-29,9.383223712444305,10.591975510120392,10.791233122348785,1.0
43,2018-01-30,9.407927334308624,10.367727100849152,10.6019446849823,1.0
44,2018-01-31,9.488598644733429,9.598693609237671,9.932069897651672,1.0
45,2018-02-01,9.766027569770813,7.971714437007904,8.227307558059692,2.0
46,2018-02-02,10.18473094701767,6.087239444255829,6.17260554432869,2.0
47,2018-02-05,10.53073114156723,5.06886151432991,5.094676464796066,2.0
48,2018-02-06,10.767099261283875,4.823813557624817,4.74181193113327,2.0
49,2018-02-07,10.914232611656189,4.881860971450806,4.688215732574463,2.0
50,2018-02-08,10.990549087524414,4.987944334745407,4.713866114616394,2.0
51,2018-02-09,11.025225162506102,5.069567322731018,4.740350812673569,2.0
52,2018-02-12,11.04762417078018,5.127547532320023,4.757261693477631,2.0
53,2018-02-13,11.063464701175688,5.13431254029274,4.752836048603058,2.0
54,2018-02-14,11.10826927423477,5.105067223310471,4.6983678340911865,2.0
55,2018-02-15,11.164854586124418,5.093329429626465,4.6460776925086975,2.0
56,2018-02-16,11.255927145481108,5.112372159957886,4.604309767484665,2.0
57,2018-02-20,11.332880914211271,5.1179622411727905,4.583892464637756,2.0
58,2018-02-21,11.401495456695555,5.077803283929825,4.586907476186752,2.0
59,2018-02-22,11.429993987083433,4.946489483118057,4.616663873195648,2.0
60,2018-02-23,11.429071485996245,4.814990788698196,4.707528591156006,2.0
61,2018-02-26,11.382463872432707,5.104312568902969,5.0485950112342834,2.0
62,2018-02-27,11.296269357204435,6.707695841789246,6.126150697469711,2.0
63,2018-02-28,11.306968927383421,9.47191298007965,8.119904041290283,2.0
64,2018-03-01,11.415100216865538,10.889592587947845,9.561019897460938,2.9999999999999996
65,2018-03-02,11.41991990804672,11.082539558410643,9.85865205526352,2.9999999999999996
66,2018-03-05,11.421227276325224,11.009248256683348,9.749176681041718,2.9999999999999996
67,2018-03-06,11.480727612972258,10.962255775928497,9.60201907157898,2.9999999999999996
68,2018-03-07,11.557312250137327,10.929185390472412,9.514936804771423,2.9999999999999996
