,Date,closePrice,canolaOilPrice,soybeanOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,Month
0,2017-11-27,2.029978610575199,1.9949347153306007,2.060351647436619,1.5999742671847343,1.45533886551857,2.2908972576260567,11.0
1,2017-11-28,3.584815755486489,3.283754870295525,3.2298190444707875,2.4730403274297714,2.2028610184788704,4.046482473611832,11.0
2,2017-11-29,5.336023271083832,4.54219862818718,4.114150255918503,3.326815083622933,3.044944450259209,5.7279157638549805,11.0
3,2017-11-30,6.948054909706116,5.584099680185318,4.63858163356781,3.9793034791946416,3.7748327851295476,7.064311683177948,11.0
4,2017-12-01,8.20123165845871,6.345734149217606,4.859490483999252,4.40045964717865,4.313362956047058,8.009695649147034,11.999999999999998
5,2017-12-04,9.047852277755737,6.855794966220856,4.870861113071442,4.634794592857361,4.684427708387375,8.627138018608093,11.999999999999998
6,2017-12-05,9.554422736167908,7.187862575054169,4.763988673686981,4.7364857494831085,4.931117743253708,8.997274696826935,11.999999999999998
7,2017-12-06,9.817743360996246,7.408860921859741,4.591903209686279,4.73894739151001,5.075253129005432,9.174831569194794,11.999999999999998
8,2017-12-07,9.919703006744385,7.57393354177475,4.389231294393539,4.668399333953857,5.14044189453125,9.209023118019104,11.999999999999998
9,2017-12-08,9.921357214450836,7.7123342752456665,4.168213605880737,4.546320050954819,5.1446728110313416,9.137226700782776,11.999999999999998
10,2017-12-11,9.867298781871796,7.833973288536072,3.934053391218186,4.391490668058395,5.104019820690155,8.98956948518753,11.999999999999998
11,2017-12-12,9.791068851947784,7.937821209430695,3.693362891674042,4.221991419792175,5.033402591943741,8.79317706823349,11.999999999999998
12,2017-12-13,9.750486671924591,8.108454406261444,3.44724589586258,4.033821523189545,4.905164122581482,8.566721737384796,11.999999999999998
13,2017-12-14,9.698850870132446,8.22931843996048,3.2053194940090184,3.856488555669785,4.785122931003571,8.381026268005371,11.999999999999998
14,2017-12-15,9.654450833797455,8.317478597164154,2.9951157867908482,3.709851041436196,4.669969946146011,8.226014614105225,11.999999999999998
15,2017-12-18,9.625720202922821,8.375674843788147,2.8147571533918385,3.5896438062191014,4.5630312860012054,8.092909574508667,11.999999999999998
16,2017-12-19,9.614683628082275,8.405554831027985,2.6557047218084335,3.4869747459888463,4.462748795747757,7.977035045623779,11.999999999999998
17,2017-12-20,9.61601722240448,8.421542227268219,2.522247761487961,3.4035485535860066,4.37278625369072,7.88065630197525,11.999999999999998
18,2017-12-21,9.62837427854538,8.427780747413635,2.409630835056305,3.336451023817063,4.292806655168533,7.799564063549042,11.999999999999998
19,2017-12-22,9.64808052778244,8.428785860538483,2.3136308938264847,3.2821031212806706,4.221398055553436,7.7297345995903015,11.999999999999998
20,2017-12-26,9.66878205537796,8.435706913471222,2.2380316182971,3.2435723096132283,4.1612076461315155,7.671240031719208,11.999999999999998
21,2017-12-27,9.692167818546295,8.439741790294647,2.1723165288567543,3.213225990533829,4.108067125082016,7.616801977157593,11.999999999999998
22,2017-12-28,9.712780177593231,8.448909759521484,2.118544615805149,3.1915155798196797,4.061985671520233,7.566535174846649,11.999999999999998
23,2017-12-29,9.73092007637024,8.457955121994019,2.071893647313118,3.1749249845743184,4.020816683769226,7.516533255577087,11.999999999999998
24,2018-01-02,9.744893968105316,8.466752648353577,2.0304215028882027,3.1611056625843053,3.98271319270134,7.464800417423248,1.0
25,2018-01-03,9.75287652015686,8.478191792964935,1.9956184774637222,3.1512830257415776,3.948044985532761,7.411392390727997,1.0
26,2018-01-04,9.754847407341003,8.491854906082153,1.9674458056688309,3.145909801125527,3.917327076196671,7.3560075759887695,1.0
27,2018-01-05,9.751260995864868,8.506608366966248,1.9451114609837532,3.144433274865151,3.890587002038956,7.298798739910126,1.0
28,2018-01-08,9.741945505142212,8.529651880264282,1.9337210804224014,3.1516555994749074,3.8711371123790745,7.244954705238342,1.0
29,2018-01-09,9.730302453041077,8.548344492912292,1.9259955435991287,3.161727383732796,3.8568783402442937,7.191855490207672,1.0
30,2018-01-10,9.716666221618652,8.556848287582397,1.9163084626197815,3.1679365634918217,3.8433571755886082,7.1377065777778625,1.0
31,2018-01-11,9.699903190135956,8.563093364238739,1.9091174453496933,3.173451900482178,3.831003397703171,7.086717903614044,1.0
32,2018-01-12,9.475340723991394,8.432869255542755,1.9863812550902367,3.2653081268072133,4.064773827791214,7.122671186923981,1.0
33,2018-01-16,9.38336992263794,8.353613495826721,2.1457917541265488,3.3702096790075307,4.346187472343445,7.206622064113617,1.0
34,2018-01-17,9.41455727815628,8.328250288963318,2.3482453376054764,3.510480493307114,4.686786413192749,7.359351396560669,1.0
35,2018-01-18,9.525008916854858,8.35569453239441,2.596114233136177,3.704303085803986,5.082226634025574,7.596567928791046,1.0
36,2018-01-19,9.680025815963745,8.430160760879517,2.9014984816312794,3.9758731126785283,5.528036266565323,7.9154733419418335,1.0
37,2018-01-22,9.851193368434906,8.54469382762909,3.2776110917329793,4.347845613956451,6.017880409955978,8.30064868927002,1.0
38,2018-01-23,10.00984650850296,8.67523592710495,3.715787470340729,4.811350613832474,6.530953288078308,8.700904667377472,1.0
39,2018-01-24,10.135112583637238,8.800873756408691,4.193538784980774,5.322189033031464,7.042330980300903,9.04655146598816,1.0
40,2018-01-25,10.222011923789978,8.90267014503479,4.688855975866318,5.8276848793029785,7.5313050746917725,9.29216754436493,1.0
41,2018-01-26,10.284299433231354,8.954690158367157,5.1742026805877686,6.29866561293602,7.976519703865051,9.441636323928833,1.0
42,2018-01-29,10.34952688217163,8.954469203948975,5.635540097951889,6.750141382217407,8.378086984157562,9.532961964607239,1.0
43,2018-01-30,10.436740934848785,8.90698105096817,6.069316238164902,7.205492377281189,8.739316642284393,9.601012647151947,1.0
44,2018-01-31,10.54534101486206,8.818605184555054,6.464839398860931,7.652479887008667,9.049846768379211,9.657795310020447,1.0
45,2018-02-01,10.662707805633545,8.698309600353241,6.8084956407547,8.04744279384613,9.300061583518982,9.692696273326874,2.0
46,2018-02-02,10.780717134475708,8.545262277126312,7.076371073722839,8.358048975467682,9.500610172748566,9.688211619853973,2.0
47,2018-02-05,10.894898116588593,8.353854775428772,7.248682737350464,8.5721715092659,9.663808286190033,9.629534125328064,2.0
48,2018-02-06,10.993465423583984,8.135675728321075,7.3275405168533325,8.69030475616455,9.79213297367096,9.52409690618515,2.0
49,2018-02-07,11.05765104293823,7.929645240306854,7.343181073665619,8.724277973175049,9.878815293312073,9.405877768993378,2.0
50,2018-02-08,11.075986981391905,7.774216592311859,7.340819418430328,8.694207191467285,9.92703253030777,9.309440672397614,2.0
51,2018-02-09,11.057898879051207,7.6787524819374084,7.343164682388306,8.628941714763641,9.946004450321198,9.247134149074554,2.0
52,2018-02-12,11.021537125110624,7.63073456287384,7.3545631766319275,8.5514417886734,9.945832014083862,9.214898407459259,2.0
53,2018-02-13,11.234678804874418,7.590854585170746,7.372034311294556,8.5104301571846,9.904175221920013,9.201361179351807,2.0
54,2018-02-14,11.323217272758482,7.565922141075134,7.373091876506805,8.466246485710144,9.884303092956543,9.184475541114807,2.0
55,2018-02-15,11.388814508914946,7.555716931819916,7.375112593173981,8.433138728141785,9.877491533756256,9.170276761054993,2.0
56,2018-02-16,11.43289655447006,7.558525741100311,7.3801761865615845,8.404214024543762,9.89016592502594,9.154453933238983,2.0
57,2018-02-20,11.463065028190611,7.56734424829483,7.37929892539978,8.390162110328674,9.903596937656403,9.140491843223572,2.0
58,2018-02-21,11.486080348491667,7.579222679138184,7.377261817455292,8.392115294933319,9.932246923446655,9.124808013439178,2.0
59,2018-02-22,11.503176450729368,7.588265419006348,7.3679004311561584,8.417893528938293,9.970972299575806,9.11259651184082,2.0
60,2018-02-23,11.515269279479979,7.591061770915985,7.350427985191345,8.476698219776154,10.042745113372803,9.10542106628418,2.0
61,2018-02-26,11.515001773834227,7.573005795478821,7.309971034526825,8.595458924770355,10.16038990020752,9.116748094558716,2.0
